Dr No,Area ID,Area Name,Crm Cd,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,Crm Cd Desc,Cross Street,Date Occ,Date Rp Td,Latitude,Location,Location 1,Longitude,Mo Codes,Neighborhood,Neighborhood Council,Prem Is Cd,Prem Is Desc,Rpt Dist No,Status,Status Desc,Time Occ,Tract,Vict Age,Vict Descent,Vict Sex,Weapon Desc,Weapon Used Cd,Zip Code
191815145,,Southeast,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-30T00:00:00.000-07:00,2019-06-30T00:00:00.000-07:00,33.9367,800 W IMPERIAL HY,0101000020E61000009FABADD85F925DC0E4141DC9E5F74040,-118.2871,0408 0903 2058 1536,vermont-vista,87,518,TRANSITIONAL HOUSING/HALFWAY HOUSE,1841,IC ,Invest Cont,0800,241202,27,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90044
192112291,,Topanga,624,624,946,,,BATTERY - SIMPLE ASSAULT,VICTORY BL,2019-07-03T00:00:00.000-07:00,2019-07-03T00:00:00.000-07:00,34.1907,FALLBROOK AV,0101000020E6100000E4141DC9E5A75DC071AC8BDB68184140,-118.6234,0416 0903 1822,west-hills,16,108,PARKING LOT,2143,IC ,Invest Cont,1740,135201,37,O,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,91367
182101018,,Topanga,624,624,,,,BATTERY - SIMPLE ASSAULT,,2018-10-03T00:00:00.000-07:00,2018-10-14T00:00:00.000-07:00,34.2282,21400 PARTHENIA ST,0101000020E6100000BC0512143FA65DC03E7958A8351D4140,-118.5976,0416 0319 0903 2035 0444 2055 1516,canoga-park,13,109,PARK/PLAYGROUND,2105,AO ,Adult Other,1420,113233,30,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,91304
181614690,,Foothill,740,740,946,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2018-09-28T00:00:00.000-07:00,2018-09-29T00:00:00.000-07:00,34.2731,12500 PIERCE ST,0101000020E6100000B515FBCBEE995DC0D044D8F0F4224140,-118.4052,0329 0311 0903 2053 1528,pacoima,7,720,JUNIOR HIGH SCHOOL,1633,IC ,Invest Cont,2230,104108,44,H,M,,,91331
191712419,,Devonshire,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-07-05T00:00:00.000-07:00,2019-07-05T00:00:00.000-07:00,34.2609,18500 DEVONSHIRE ST,0101000020E6100000431CEBE236A25DC061C3D32B65214140,-118.5346,0443 0903 2036 1501 0913 1803 2035,porter-ranch,120,501,SINGLE FAMILY DWELLING,1743,AO ,Adult Other,1159,111206,53,B,M,VERBAL THREAT,511,91326
182117290,,Topanga,761,761,,,,BRANDISH WEAPON,,2018-10-04T00:00:00.000-07:00,2018-10-04T00:00:00.000-07:00,34.1719,20000 VENTURA BL,0101000020E6100000F8C264AA60A45DC05917B7D100164140,-118.5684,0334 0903 0319 1218 1822 2055 1514,woodland-hills,16,301,GAS STATION,2189,AA ,Adult Arrest,1800,137501,56,B,M,SEMI-AUTOMATIC PISTOL,109,91364
191815711,,Southeast,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-07-09T00:00:00.000-07:00,2019-07-09T00:00:00.000-07:00,33.9512,9400 FIRTH BL,0101000020E6100000569FABADD88F5DC044FAEDEBC0F94040,-118.2476,0903 0447 2058 1538 0361,watts,88,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1826,AO ,Adult Other,1930,242300,36,B,F,OTHER CUTTING INSTRUMENT,218,90002
180700677,,Wilshire,745,745,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2018-02-19T00:00:00.000-08:00,2018-02-19T00:00:00.000-08:00,34.071,200 S ALTA VISTA BL,0101000020E610000058A835CD3B965DC00C022B8716094140,-118.3474,0329 0311 0903 2053 1528,fairfax,58,707,GARAGE/CARPORT,726,IC ,Invest Cont,1500,214000,35,W,M,,,90036
180125561,,Central,624,624,903,,,BATTERY - SIMPLE ASSAULT,FIGUEROA,2018-10-08T00:00:00.000-07:00,2018-10-08T00:00:00.000-07:00,34.0494,7TH,0101000020E6100000BF0E9C33A2905DC011363CBD52064140,-118.2599,0910 0903 0305 0444 2036 1822 0301 2054 1536,downtown,52,931,MTA - BLUE LINE - 7TH AND METRO CENTER,161,IC ,Invest Cont,1530,207710,49,W,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90017
191514050,,N Hollywood,946,946,,,,OTHER MISCELLANEOUS CRIME,,2019-07-15T00:00:00.000-07:00,2019-07-15T00:00:00.000-07:00,34.1696,5400 BABCOCK AV,0101000020E6100000E78C28ED0D9A5DC068B3EA73B5154140,-118.4071,0400 2057 1528 0903,valley-village,25,102,SIDEWALK,1531,AA ,Adult Arrest,0730,124400,57,W,F,,,91607
180130236,,Central,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2018-12-13T00:00:00.000-08:00,2018-12-13T00:00:00.000-08:00,34.0532,200 N MAIN ST,0101000020E6100000EC51B81E858F5DC0D712F241CF064140,-118.2425,2054 1536 0903 0421 0443,downtown,52,102,SIDEWALK,124,AO ,Adult Other,1344,207400,55,H,M,VERBAL THREAT,511,90012
190713801,,Wilshire,624,624,,,,BATTERY - SIMPLE ASSAULT,OGDEN DR,2019-07-17T00:00:00.000-07:00,2019-07-18T00:00:00.000-07:00,34.0665,6TH ST,0101000020E6100000E5F21FD26F975DC08D976E1283084140,-118.3662,0356 2004 2021 2036 2055 1516 1278 1414 0903,beverly-grove,58,101,STREET,732,IC ,Invest Cont,2215,214700,25,H,M,UNKNOWN WEAPON/OTHER WEAPON,500,90048
181422134,,Pacific,624,624,,,,BATTERY - SIMPLE ASSAULT,,2018-10-13T00:00:00.000-07:00,2018-10-13T00:00:00.000-07:00,33.9871,600 MILDRED AV,0101000020E6100000F6285C8FC29D5DC0D8F0F44A59FE4040,-118.465,0400 0416 1601 2054 1536 0903,venice,68,102,SIDEWALK,1441,IC ,Invest Cont,1545,273902,30,X,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90291
180623926,,Hollywood,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2018-10-15T00:00:00.000-07:00,2018-10-15T00:00:00.000-07:00,34.0987,1500 VINE ST,0101000020E610000036AB3E575B955DC0BF0E9C33A20C4140,-118.3337,0400 0432 0443 0903,hollywood,32,210,RESTAURANT/FAST FOOD,646,AA ,Adult Arrest,1200,190700,50,B,M,VERBAL THREAT,511,90028
191012618,,West Valley,230,230,998,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-07-23T00:00:00.000-07:00,2019-07-23T00:00:00.000-07:00,34.166,17600 VENTURA BL,0101000020E6100000F853E3A59BA05DC06891ED7C3F154140,-118.5095,0903 0416 0400 1402 0319 1822 0445,encino,18,301,GAS STATION,1067,AA ,Adult Arrest,1215,139600,34,O,M,UNKNOWN WEAPON/OTHER WEAPON,500,91316
191914102,,Mission,745,745,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-07-28T00:00:00.000-07:00,2019-07-28T00:00:00.000-07:00,34.2905,12100 EDGECLIFF AV,0101000020E610000068226C787A9D5DC077BE9F1A2F254140,-118.4606,0329 2053 1528 0903,sylmar,5,501,SINGLE FAMILY DWELLING,1924,IC ,Invest Cont,1800,106649,28,W,M,,,91342
191515238,,N Hollywood,745,745,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-07-31T00:00:00.000-07:00,2019-08-07T00:00:00.000-07:00,34.17,5500 CAHUENGA BL,0101000020E61000004260E5D022975DC0F6285C8FC2154140,-118.3615,0329 0903 1420 2056 1519,north-hollywood,24,723,PRIVATE SCHOOL/PRESCHOOL,1549,AA ,Adult Arrest,2100,125310,37,W,F,,,91601
182019513,,Olympic,624,624,946,,,BATTERY - SIMPLE ASSAULT,OXFORD,2018-10-27T00:00:00.000-07:00,2018-10-27T00:00:00.000-07:00,34.0617,WILSHIRE,0101000020E61000005D6DC5FEB2935DC0E4141DC9E5074140,-118.3078,0903 2055 1514 0401 0416 0429 0446 2002 2035 2036,koreatown,55,102,SIDEWALK,2024,IC ,Invest Cont,0225,211802,31,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90010
180127016,,Central,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2018-10-28T00:00:00.000-07:00,2018-10-28T00:00:00.000-07:00,34.0381,1400 E 6TH ST,0101000020E6100000DE718A8EE48E5DC022FDF675E0044140,-118.2327,0903 0329 2053 1528,downtown,46,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",159,IC ,Invest Cont,1200,206031,46,W,F,,,90021
191705352,,Devonshire,624,624,,,,BATTERY - SIMPLE ASSAULT,DEVONSHIRE,2018-12-01T00:00:00.000-08:00,2019-01-29T00:00:00.000-08:00,34.2583,OWENSMOUTH,0101000020E61000003480B74082A65DC0454772F90F214140,-118.6017,0444 0903 1202 2021 2035 1234,chatsworth,99,102,SIDEWALK,1722,IC ,Invest Cont,2200,113212,78,O,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,91311
181607214,,Foothill,740,740,946,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2018-03-22T00:00:00.000-07:00,2018-03-23T00:00:00.000-07:00,34.2711,9600 FOOTHILL BL,0101000020E61000009A99999999955DC009F9A067B3224140,-118.3375,1414 0329 0903 2053 1531,sunland,9,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),1636,IC ,Invest Cont,1600,103200,0,W,M,,,91342
181018131,,West Valley,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2018-11-02T00:00:00.000-07:00,2018-11-04T00:00:00.000-07:00,34.1687,18500 VENTURA BL,0101000020E61000004A7B832F4CA25DC0E86A2BF697154140,-118.5359,0903 2053 1528,tarzana,17,122,"VEHICLE, PASSENGER/TRUCK",1063,AA ,Adult Arrest,1405,139401,50,O,M,,,91356
191815709,,Southeast,930,930,946,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-07-09T00:00:00.000-07:00,2019-07-10T00:00:00.000-07:00,33.9512,9400 FIRTH BL,0101000020E6100000569FABADD88F5DC044FAEDEBC0F94040,-118.2476,0903 0443 2058 1538,watts,88,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1826,AO ,Adult Other,1718,242300,33,B,F,VERBAL THREAT,511,90002
180719665,,Wilshire,946,946,,,,OTHER MISCELLANEOUS CRIME,,2018-11-02T00:00:00.000-07:00,2018-11-14T00:00:00.000-08:00,34.0521,1300 CURSON AV,0101000020E6100000492EFF21FD965DC0910F7A36AB064140,-118.3592,0903 2055 1514 1906 2035,mid-wilshire,60,501,SINGLE FAMILY DWELLING,753,IC ,Invest Cont,1930,216900,65,B,F,,,90019
191711143,,Devonshire,888,888,,,,TRESPASSING,,2019-06-09T00:00:00.000-07:00,2019-06-09T00:00:00.000-07:00,34.2611,17600 DEVONSHIRE ST,0101000020E6100000B7D100DE02A15DC0287E8CB96B214140,-118.5158,1501 0903,granada-hills,118,730,SYNAGOGUE/TEMPLE,1745,IC ,Invest Cont,0900,111301,0,X,X,,,91344
180819156,,West LA,946,946,,,,OTHER MISCELLANEOUS CRIME,,2018-11-07T00:00:00.000-08:00,2018-11-09T00:00:00.000-08:00,34.0465,1200 FEDERAL AV,0101000020E6100000E8D9ACFA5C9D5DC0CBA145B6F3054140,-118.4588,2055 1514 0319 2030 0903,sawtelle,66,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",842,IC ,Invest Cont,1700,267404,33,B,F,,,90025
181521030,,N Hollywood,740,740,946,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2018-11-08T00:00:00.000-08:00,2018-11-11T00:00:00.000-08:00,34.167,5300 LANKERSHIM BL,0101000020E610000040A4DFBE0E985DC04C37894160154140,-118.3759,2053 1528 0329 1300 0903 0432,north-hollywood,24,122,"VEHICLE, PASSENGER/TRUCK",1548,IC ,Invest Cont,1800,125320,23,H,M,,,91601
181900899,,Mission,230,230,998,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2018-11-09T00:00:00.000-08:00,2018-11-09T00:00:00.000-08:00,34.2231,8400 COLUMBUS AV,0101000020E61000006F1283C0CA9D5DC06ADE718A8E1C4140,-118.4655,2055 1516 0411 0421 1402 0903,north-hills,112,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1983,AO ,Adult Other,0219,117530,32,H,M,KITCHEN KNIFE,205,91343
181718846,,Devonshire,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2018-11-10T00:00:00.000-08:00,2018-11-13T00:00:00.000-08:00,34.2394,9300 PASO ROBLES AV,0101000020E6100000DCD7817346A05DC0CA54C1A8A41E4140,-118.5043,0329 2036 0311 2055 1517 0216 0903,northridge,120,720,JUNIOR HIGH SCHOOL,1775,IC ,Invest Cont,2300,115101,41,H,M,,,91325
191816398,,Southeast,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-07-23T00:00:00.000-07:00,2019-07-23T00:00:00.000-07:00,33.9506,9500 BEACH ST,0101000020E6100000C139234A7B8F5DC0EFC9C342ADF94040,-118.2419,2056 1514 0903,watts,88,102,SIDEWALK,1827,IC ,Invest Cont,1200,242200,51,B,M,VEHICLE,307,90002
181226959,,77th Street,624,624,,,,BATTERY - SIMPLE ASSAULT,VERMONT,2018-11-12T00:00:00.000-08:00,2018-11-12T00:00:00.000-08:00,33.9892,SLAUSON,0101000020E61000002DB29DEFA7925DC0029A081B9EFE4040,-118.2915,1309 0416 2055 1520 0903,vermont-slauson,109,108,PARKING LOT,1218,IC ,Invest Cont,1340,232600,23,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90044
191518315,,N Hollywood,230,230,998,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-10-01T00:00:00.000-07:00,2019-10-01T00:00:00.000-07:00,34.17,5500 LANKERSHIM BL,0101000020E6100000C0EC9E3C2C985DC0F6285C8FC2154140,-118.3777,1822 0416 1402 0903 0319 2035,north-hollywood,24,101,STREET,1549,IC ,Invest Cont,1945,125310,41,B,M,UNKNOWN WEAPON/OTHER WEAPON,500,91601
181322892,,Newton,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2018-11-15T00:00:00.000-08:00,2018-11-16T00:00:00.000-08:00,34.0075,4000 S MAIN ST,0101000020E6100000F6285C8FC2915DC0295C8FC2F5004140,-118.2775,2055 1514 1300 0903 0329,historic-south-central,125,122,"VEHICLE, PASSENGER/TRUCK",1351,IC ,Invest Cont,0730,231800,35,B,F,,,90037
190415415,,Hollenbeck,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-10-05T00:00:00.000-07:00,2019-10-07T00:00:00.000-07:00,34.0346,3000 LANFRANCO ST,0101000020E6100000D3BCE3141D8D5DC08638D6C56D044140,-118.2049,0903 0443 2058 1536,boyle-heights,50,501,SINGLE FAMILY DWELLING,465,IC ,Invest Cont,2100,204300,16,H,M,VERBAL THREAT,511,90063
181501309,,N Hollywood,745,745,946,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2018-11-16T00:00:00.000-08:00,2018-11-18T00:00:00.000-08:00,34.1794,12400 OXNARD ST,0101000020E61000002041F163CC995DC082734694F6164140,-118.4031,2053 1528 0329 0903 0307 0332,valley-glen,21,210,RESTAURANT/FAST FOOD,1532,AA ,Adult Arrest,1952,123800,0,X,X,,,91606
181420724,,Pacific,230,230,946,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2018-09-22T00:00:00.000-07:00,2018-09-22T00:00:00.000-07:00,33.9984,600 FLOWER AV,0101000020E6100000B5A679C7299E5DC0C7293A92CBFF4040,-118.4713,0903 0447 2035 0416 2004 2055 1514,venice,68,102,SIDEWALK,1414,IC ,Invest Cont,1103,273200,0,B,F,BOTTLE,212,90291
181019022,,West Valley,745,745,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2018-11-24T00:00:00.000-08:00,2018-11-25T00:00:00.000-08:00,34.167,5300 GARDEN GROVE AV,0101000020E6100000992A1895D4A15DC04C37894160154140,-118.5286,0311 0903 0325 2053 1528,tarzana,17,101,STREET,1075,IC ,Invest Cont,2100,139502,0,W,M,,,91356
181009227,,West Valley,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2018-04-24T00:00:00.000-07:00,2018-04-25T00:00:00.000-07:00,34.1962,6900 TOPEKA DR,0101000020E61000006DE7FBA9F1A25DC0D3BCE3141D194140,-118.546,0903 0329 2055 1519,reseda,15,122,"VEHICLE, PASSENGER/TRUCK",1023,IC ,Invest Cont,2000,132501,26,O,M,,,91335
191224659,,77th Street,624,624,,,,BATTERY - SIMPLE ASSAULT,,2019-10-12T00:00:00.000-07:00,2019-10-12T00:00:00.000-07:00,33.964,8200 S SAN PEDRO ST,0101000020E6100000F697DD9387915DC008AC1C5A64FB4040,-118.2739,0319 1300 0369 0329 0419 0416 2036 2058 1510 0903,florence,86,101,STREET,1268,IC ,Invest Cont,1400,239702,23,H,X,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90003
190700839,,Wilshire,210,210,946,998,,ROBBERY,,2019-08-08T00:00:00.000-07:00,2019-08-08T00:00:00.000-07:00,34.0837,7500 MELROSE AV,0101000020E61000009F3C2CD49A965DC06D567DAEB60A4140,-118.3532,0390 0416 0417 0419 1402 1239 2058 1539 0903,fairfax,58,101,STREET,702,IC ,Invest Cont,1634,192002,22,W,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90046
181009261,,West Valley,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2018-04-25T00:00:00.000-07:00,2018-04-25T00:00:00.000-07:00,34.1593,16900 VENTURA BL,0101000020E6100000A301BC0512A05DC05C2041F163144140,-118.5011,0421 0903 2004 2053 1528,encino,18,301,GAS STATION,1077,AO ,Adult Other,1800,139600,19,O,M,VERBAL THREAT,511,91316
180624399,,Hollywood,928,928,,,,THREATENING PHONE CALLS/LETTERS,WESTERN,2018-11-26T00:00:00.000-08:00,2018-11-26T00:00:00.000-08:00,34.0908,SANTA MONICA,0101000020E610000016FBCBEEC9935DC0083D9B559F0B4140,-118.3092,2036 2054 1536 0903,east-hollywood,33,101,STREET,668,IC ,Invest Cont,0300,190901,55,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90029
181120007,,Northeast,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2018-11-26T00:00:00.000-08:00,2018-11-27T00:00:00.000-08:00,34.1089,5600 N FIGUEROA ST,0101000020E61000008638D6C56D8C5DC06744696FF00D4140,-118.1942,0329 0903 2055 1520,highland-park,41,203,OTHER BUSINESS,1149,IC ,Invest Cont,1800,183810,0,X,X,,,90042
182114990,,Topanga,740,740,998,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2018-08-16T00:00:00.000-07:00,2018-08-18T00:00:00.000-07:00,34.1679,20600 VENTURA BL,0101000020E61000004CA60A4625A55DC0CC7F48BF7D154140,-118.5804,0329 1300 1402 0903 2053 1528,woodland-hills,16,108,PARKING LOT,2189,IC ,Invest Cont,1800,137501,48,W,M,,,91364
180311789,,Southwest,761,761,930,,,BRANDISH WEAPON,,2018-04-27T00:00:00.000-07:00,2018-04-27T00:00:00.000-07:00,34.0256,3400 5TH AV,0101000020E6100000BF0E9C33A2945DC088635DDC46034140,-118.3224,0903 0906 1309 0312 0334 0421 1816 1202 2055 1514,jefferson-park,74,101,STREET,354,AA ,Adult Arrest,1430,219010,63,X,F,HAND GUN,102,90018
180624501,,Hollywood,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,EL CENTRO AV,2018-11-27T00:00:00.000-08:00,2018-11-27T00:00:00.000-08:00,34.1017,HOLLYWOOD BL,0101000020E6100000C66D3480B7945DC069006F81040D4140,-118.3237,0903 0443 2004 2055 1516,hollywood,30,102,SIDEWALK,647,AA ,Adult Arrest,0940,191000,34,H,F,VERBAL THREAT,511,90028
190323457,,Southwest,624,624,,,,BATTERY - SIMPLE ASSAULT,FLOWER ST,2019-10-27T00:00:00.000-07:00,2019-10-27T00:00:00.000-07:00,34.0277,ADAMS BL,0101000020E6100000E86A2BF697915DC0B30C71AC8B034140,-118.2749,0342 0416 0319 1516 0903 2056 1822,university-park,773,108,PARKING LOT,329,IC ,Invest Cont,1115,224420,58,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90007
190815563,,West LA,761,761,,,,BRANDISH WEAPON,,2019-09-13T00:00:00.000-07:00,2019-09-13T00:00:00.000-07:00,34.034,2900 OVERLAND AV,0101000020E610000026E4839ECD9A5DC03108AC1C5A044140,-118.4188,0334 1251 1402 1259 0421 2035 0432 0319 0903,rancho-park,62,109,PARK/PLAYGROUND,885,AA ,Adult Arrest,1730,271100,12,B,M,OTHER KNIFE,207,90064
182117136,,Topanga,745,745,903,946,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2018-09-30T00:00:00.000-07:00,2018-10-02T00:00:00.000-07:00,34.194,24100 VANOWEN ST,0101000020E61000004BC8073D9BA95DC046B6F3FDD4184140,-118.6501,0903 0329 2053 1528,west-hills,11,501,SINGLE FAMILY DWELLING,2141,IC ,Invest Cont,1500,135203,81,W,M,,,91307
191513301,,N Hollywood,625,625,903,,,OTHER ASSAULT,LANKERSHIM,2019-06-29T00:00:00.000-07:00,2019-06-29T00:00:00.000-07:00,34.194,VANOWEN,0101000020E6100000302AA913D0985DC046B6F3FDD4184140,-118.3877,0903 0431 1222 0443,north-hollywood,23,124,BUS STOP,1515,AO ,Adult Other,0840,123205,48,H,M,UNKNOWN WEAPON/OTHER WEAPON,500,91605
192000786,,Olympic,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-08-02T00:00:00.000-07:00,2019-08-07T00:00:00.000-07:00,34.0636,3600 WILSHIRE BL,0101000020E6100000D6C56D3480935DC04703780B24084140,-118.3047,0329 0903,koreatown,55,118,CONSTRUCTION SITE,2024,IC ,Invest Cont,0530,211802,0,X,X,,,90020
181120431,,Northeast,755,755,998,,,BOMB SCARE,,2018-12-06T00:00:00.000-08:00,2018-12-06T00:00:00.000-08:00,34.1261,1600 E CAMPUS RD,0101000020E610000068B3EA73B58D5DC04703780B24104140,-118.2142,0403 1907 2036 1402 0903 2055 1517,eagle-rock,40,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,1117,IC ,Invest Cont,0430,183402,0,O,M,BOMB THREAT,501,90041
180312172,,Southwest,761,761,930,,,BRANDISH WEAPON,,2018-05-04T00:00:00.000-07:00,2018-05-04T00:00:00.000-07:00,34.0291,2700 S COCHRAN AV,0101000020E6100000C139234A7B975DC024287E8CB9034140,-118.3669,0903 0319 0342 1309 0334 1822 0432 2055 1520,west-adams,75,101,STREET,311,IC ,Invest Cont,0835,219902,55,W,M,HAND GUN,102,90016
191818375,,Southeast,930,930,946,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-08-25T00:00:00.000-07:00,2019-08-25T00:00:00.000-07:00,33.9327,11500 S MONA BL,0101000020E610000089D2DEE00B8F5DC0567DAEB662F74040,-118.2351,2056 1516 0903 0443 0432 2024 1258,watts,88,511,PROJECT/TENEMENT/PUBLIC HOUSING,1849,IC ,Invest Cont,1933,243100,11,H,F,VERBAL THREAT,511,90059
181511744,,N Hollywood,930,930,946,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2018-05-25T00:00:00.000-07:00,2018-05-25T00:00:00.000-07:00,34.143,11300 VENTURA BL,0101000020E610000007CE1951DA975DC0FCA9F1D24D124140,-118.3727,0216 0443 0903 2004 0319 2054 1536,studio-city,27,102,SIDEWALK,1585,IC ,Invest Cont,0730,143604,32,H,M,VERBAL THREAT,511,91604
181425584,,Pacific,930,930,946,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,VENICE,2018-12-08T00:00:00.000-08:00,2018-12-08T00:00:00.000-08:00,34.0032,CENTINELA,0101000020E610000024287E8CB99B5DC071AC8BDB68004140,-118.4332,2055 1514 0421 0903,mar-vista,67,101,STREET,1446,IC ,Invest Cont,0830,272201,64,B,M,VERBAL THREAT,511,90066
181120594,,Northeast,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2018-12-11T00:00:00.000-08:00,2018-12-11T00:00:00.000-08:00,34.1343,2200 ADDISON WY,0101000020E61000006F1283C0CA8D5DC029ED0DBE30114140,-118.2155,2055 1514 0421 0903 0432,eagle-rock,40,501,SINGLE FAMILY DWELLING,1117,IC ,Invest Cont,0130,181600,61,B,F,VERBAL THREAT,511,90041
180701255,,Wilshire,761,761,,,,BRANDISH WEAPON,,2018-12-15T00:00:00.000-08:00,2018-12-15T00:00:00.000-08:00,34.0724,8200 W 3RD ST,0101000020E6100000B30C71AC8B975DC07E1D386744094140,-118.3679,0903 2055 1514 0334 2035,beverly-grove,58,222,LAUNDROMAT,723,IC ,Invest Cont,0640,214600,70,B,M,KNIFE WITH BLADE 6INCHES OR LESS,200,90048
181010056,,West Valley,745,745,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2018-05-11T00:00:00.000-07:00,2018-05-14T00:00:00.000-07:00,34.1975,19400 HART ST,0101000020E6100000643BDF4F8DA35DC0E17A14AE47194140,-118.5555,0311 0903 0329 2053 1528,reseda,15,704,ELEMENTARY SCHOOL,1021,IC ,Invest Cont,2330,133000,0,O,M,,,91335
180224786,,Rampart,230,230,998,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2018-12-18T00:00:00.000-08:00,2018-12-18T00:00:00.000-08:00,34.0777,400 N KENMORE AV,0101000020E6100000AC8BDB6800935DC01973D712F2094140,-118.2969,0913 0416 0903 2031 1810 0445 1402,east-hollywood,55,510,NURSING/CONVALESCENT/RETIREMENT HOME,221,AO ,Adult Other,0700,192620,57,B,M,PIPE/METAL PIPE,312,90004
190615406,,Hollywood,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",WILLOUGHBY,2019-07-13T00:00:00.000-07:00,2019-07-13T00:00:00.000-07:00,34.0871,HIGHLAND,0101000020E61000003D9B559FAB955DC0A5BDC117260B4140,-118.3386,0919 0302 0903,hollywood,32,101,STREET,663,AO ,Adult Other,1320,191901,29,W,F,HAND GUN,102,90038
181229977,,77th Street,230,230,946,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2018-12-26T00:00:00.000-08:00,2018-12-26T00:00:00.000-08:00,33.9891,2800 W SLAUSON AV,0101000020E6100000143FC6DCB5945DC09F3C2CD49AFE4040,-118.3236,0445 0903 2036 2055 1519,hyde-park,80,505,MOTEL,1232,IC ,Invest Cont,1640,234600,27,O,F,UNKNOWN WEAPON/OTHER WEAPON,500,90043
